log_id,customer_key,log_date,topic,category,description,sentiment,channel,priority,resolution_date,agent_key
987,469,2023-04-29,Allgemein,Service,Allgemeine Anfrage,Neutral,Email,Hoch,2023-05-12,99
988,942,2023-03-20,Wallbox,E-Mobility,Wallbox defekt,Negativ,App,Hoch,2023-03-24,37
989,628,2023-02-12,Solar,Technisch,Wechselrichter Fehler,Neutral,Chat,Kritisch,2023-02-15,55
990,886,2024-04-28,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Chat,Niedrig,2024-05-10,91
991,607,2025-05-30,Allgemein,Service,Allgemeine Anfrage,Negativ,Telefon,Mittel,2025-05-30,49
992,340,2023-02-08,Wärmepumpe,Technisch,Wartung angefragt,Neutral,App,Mittel,2023-02-12,59
993,123,2024-09-26,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,Telefon,Mittel,2024-10-07,24
994,803,2025-06-14,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Telefon,Mittel,2025-06-22,3
995,11,2024-05-18,Tarif,Vertrag,Umzug melden,Negativ,Chat,Mittel,2024-05-22,6
996,716,2025-01-05,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Telefon,Mittel,2025-01-06,24
997,910,2024-11-07,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Telefon,Mittel,2024-11-11,96
998,447,2023-02-15,Solar,Technisch,Wechselrichter Fehler,Negativ,Email,Mittel,2023-02-20,88
999,49,2025-04-14,Wallbox,E-Mobility,Wallbox Installation,Negativ,Telefon,Kritisch,2025-04-15,16
1000,22,2025-06-08,Allgemein,Service,Lob,Positiv,Chat,Niedrig,2025-06-16,33
1001,309,2023-03-09,Tarif,Vertrag,Umzug melden,Neutral,Email,Mittel,2023-03-15,5
1002,885,2025-02-17,Tarif,Vertrag,Tarifwechsel angefragt,Negativ,App,Niedrig,2025-02-23,29
1003,658,2025-02-25,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Chat,Mittel,2025-03-10,62
1004,182,2024-03-17,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Telefon,Mittel,2024-03-18,23
1005,391,2024-09-23,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Telefon,Niedrig,2024-09-25,22
1006,993,2024-12-27,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Telefon,Hoch,2025-01-03,21
1007,710,2025-04-29,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Telefon,Niedrig,2025-05-10,44
1008,188,2024-06-29,Allgemein,Service,Lob,Positiv,Telefon,Niedrig,2024-07-07,54
1009,743,2023-11-18,Solar,Technisch,Solaranlage Ertrag niedrig,Positiv,Email,Mittel,2023-11-19,60
1010,28,2024-06-19,Tarif,Vertrag,Umzug melden,Neutral,Telefon,Niedrig,2024-06-20,83
1011,999,2024-07-18,Solar,Technisch,Wechselrichter Fehler,Neutral,App,Mittel,2024-07-18,69
1012,134,2023-08-18,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Niedrig,2023-08-26,2
1013,93,2023-11-20,Tarif,Vertrag,Tarifwechsel angefragt,Negativ,Telefon,Mittel,2023-11-26,2
1014,756,2024-06-28,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Chat,Niedrig,2024-07-04,80
1015,171,2024-10-31,Wallbox,E-Mobility,Wallbox defekt,Negativ,App,Hoch,2024-11-10,51
1016,907,2025-03-28,Rechnung,Abrechnung,Rechnungsfrage,Positiv,Email,Mittel,2025-04-08,34
1017,553,2023-04-10,Allgemein,Service,Allgemeine Anfrage,Negativ,App,Hoch,2023-04-20,32
1018,308,2023-04-03,Allgemein,Service,Allgemeine Anfrage,Neutral,Telefon,Hoch,2023-04-03,57
1019,568,2023-06-09,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Chat,Kritisch,2023-06-22,34
1020,419,2025-04-04,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Telefon,Mittel,2025-04-14,1
1021,395,2025-05-11,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Telefon,Mittel,2025-05-24,87
1022,540,2024-11-12,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Hoch,2024-11-16,59
1023,230,2023-08-16,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Email,Niedrig,2023-08-17,19
1024,813,2024-05-22,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Mittel,2024-06-05,55
1025,15,2023-06-15,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,App,Niedrig,2023-06-24,31
1026,917,2023-01-20,Allgemein,Service,Beschwerde,Negativ,Chat,Mittel,2023-01-30,80
1027,57,2025-02-19,Tarif,Vertrag,Kündigung,Negativ,Email,Mittel,2025-02-24,1
1028,176,2023-05-17,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Email,Hoch,2023-05-29,99
1029,867,2023-04-13,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Negativ,Telefon,Mittel,2023-04-15,5
1030,963,2023-06-10,Allgemein,Service,Allgemeine Anfrage,Neutral,App,Mittel,2023-06-10,98
1031,511,2024-09-10,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,App,Mittel,2024-09-21,33
1032,136,2024-09-16,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Telefon,Niedrig,2024-09-23,45
1033,385,2023-08-26,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Telefon,Hoch,2023-08-28,39
1034,686,2025-03-11,Wallbox,E-Mobility,Ladekarte Probleme,Positiv,App,Mittel,2025-03-11,56
1035,169,2023-12-15,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Hoch,2023-12-24,49
1036,458,2025-05-22,Wallbox,E-Mobility,Wallbox Installation,Negativ,Telefon,Mittel,2025-05-31,54
1037,192,2025-04-07,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Mittel,2025-04-20,88
1038,218,2024-11-05,Tarif,Vertrag,Umzug melden,Neutral,Email,Niedrig,2024-11-17,80
1039,94,2023-01-02,Allgemein,Service,Lob,Positiv,Chat,Niedrig,2023-01-09,18
1040,302,2024-05-06,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Telefon,Niedrig,2024-05-09,29
1041,195,2023-06-28,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Mittel,2023-07-03,51
1042,360,2025-06-08,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Telefon,Mittel,2025-06-10,85
1043,105,2023-09-26,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Telefon,Niedrig,2023-10-09,49
1044,485,2024-02-08,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Mittel,2024-02-22,48
1045,981,2025-04-04,Smart Meter,Installation,Smart Meter defekt,Negativ,Chat,Hoch,2025-04-11,85
1046,112,2023-01-17,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Email,Niedrig,2023-01-24,26
1047,91,2024-04-02,Solar,Technisch,Solaranlage Ertrag niedrig,Positiv,App,Niedrig,2024-04-02,16
1048,329,2024-04-17,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Positiv,App,Niedrig,2024-04-22,7
1049,93,2024-04-08,Wärmepumpe,Technisch,Effizienz zu niedrig,Positiv,Email,Niedrig,2024-04-14,10
1050,171,2024-06-12,Allgemein,Service,Beschwerde,Negativ,Email,Mittel,2024-06-26,73
1051,966,2023-10-29,Allgemein,Service,Allgemeine Anfrage,Neutral,Email,Niedrig,2023-11-02,90
1052,14,2023-09-04,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Telefon,Hoch,2023-09-14,97
1053,516,2023-01-19,Tarif,Vertrag,Kündigung,Neutral,Chat,Niedrig,2023-01-21,93
1054,799,2023-06-01,Tarif,Vertrag,Kündigung,Positiv,Email,Hoch,2023-06-03,46
1055,865,2025-02-22,Solar,Technisch,Monitoring nicht verfügbar,Neutral,Telefon,Mittel,2025-03-04,14
1056,241,2024-07-13,Wärmepumpe,Technisch,Wartung angefragt,Neutral,App,Hoch,2024-07-16,89
1057,885,2023-12-10,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Mittel,2023-12-24,1
1058,759,2024-04-07,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Negativ,Chat,Kritisch,2024-04-11,41
1059,160,2023-11-15,Solar,Technisch,Solaranlage Ertrag niedrig,Positiv,Email,Mittel,2023-11-20,31
1060,616,2024-07-11,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Positiv,Telefon,Mittel,2024-07-24,65
1061,345,2025-03-08,Rechnung,Abrechnung,Rechnungsfrage,Positiv,Telefon,Niedrig,2025-03-21,80
1062,925,2023-06-22,Allgemein,Service,Lob,Positiv,Email,Niedrig,2023-07-04,83
1063,73,2024-09-13,Tarif,Vertrag,Kündigung,Negativ,Email,Niedrig,2024-09-20,12
1064,539,2024-03-28,Tarif,Vertrag,Umzug melden,Positiv,Email,Mittel,2024-04-03,47
1065,907,2024-07-22,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Email,Hoch,2024-07-28,93
1066,366,2025-04-03,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,App,Mittel,2025-04-12,31
1067,971,2023-12-28,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,App,Niedrig,2024-01-04,94
1068,238,2024-08-01,Tarif,Vertrag,Umzug melden,Neutral,Email,Mittel,2024-08-12,42
1069,918,2023-07-10,Wallbox,E-Mobility,Wallbox Installation,Neutral,App,Niedrig,2023-07-19,23
1070,374,2025-05-13,Solar,Technisch,Monitoring nicht verfügbar,Neutral,Telefon,Mittel,2025-05-25,97
1071,488,2024-06-28,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Mittel,2024-07-03,81
1072,601,2023-10-16,Smart Meter,Installation,Smart Meter defekt,Negativ,Chat,Kritisch,2023-10-16,36
1073,497,2023-08-01,Tarif,Vertrag,Kündigung,Neutral,Email,Mittel,2023-08-05,15
1074,505,2023-06-18,Rechnung,Abrechnung,Zahlungsplan angefragt,Negativ,Email,Hoch,2023-06-28,5
1075,406,2025-04-19,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,App,Niedrig,2025-04-23,32
1076,213,2024-03-07,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Chat,Niedrig,2024-03-20,50
1077,908,2024-12-25,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Chat,Hoch,2024-12-26,50
1078,949,2023-05-26,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Hoch,2023-06-01,86
1079,490,2023-11-23,Solar,Technisch,Solaranlage Ertrag niedrig,Negativ,Telefon,Mittel,2023-11-24,26
1080,277,2023-05-20,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Email,Niedrig,2023-05-29,65
1081,939,2024-01-17,Allgemein,Service,Beschwerde,Negativ,Chat,Hoch,2024-01-25,37
1082,694,2025-03-17,Rechnung,Abrechnung,Rechnungsfrage,Negativ,Email,Mittel,2025-03-21,3
1083,126,2023-11-15,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Telefon,Niedrig,2023-11-21,55
1084,785,2023-03-18,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Chat,Hoch,2023-03-21,94
1085,556,2025-01-07,Solar,Technisch,Wechselrichter Fehler,Neutral,Email,Niedrig,2025-01-14,60
1086,33,2023-05-02,Wärmepumpe,Technisch,Wartung angefragt,Positiv,Telefon,Niedrig,2023-05-08,54
1087,570,2024-08-18,Wärmepumpe,Technisch,Wartung angefragt,Negativ,Email,Mittel,2024-08-29,61
1088,845,2024-06-05,Tarif,Vertrag,Tarifwechsel angefragt,Negativ,App,Mittel,2024-06-10,50
1089,880,2025-04-24,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Mittel,2025-05-06,78
1090,109,2023-05-18,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Chat,Niedrig,2023-05-21,38
1091,843,2023-09-18,Allgemein,Service,Lob,Positiv,App,Niedrig,2023-09-23,30
1092,778,2023-03-06,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Mittel,2023-03-07,29
1093,391,2025-04-21,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,App,Mittel,2025-04-28,69
1094,183,2025-05-20,Wärmepumpe,Technisch,Effizienz zu niedrig,Positiv,App,Mittel,2025-05-20,28
1095,927,2024-12-01,Wallbox,E-Mobility,Wallbox defekt,Negativ,App,Niedrig,2024-12-05,71
1096,199,2023-07-18,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Chat,Mittel,2023-07-28,49
1097,48,2023-05-19,Wallbox,E-Mobility,Wallbox defekt,Negativ,App,Hoch,2023-05-20,23
1098,507,2023-10-17,Tarif,Vertrag,Kündigung,Positiv,Chat,Niedrig,2023-10-18,10
1099,566,2024-11-21,Solar,Technisch,Monitoring nicht verfügbar,Neutral,App,Niedrig,2024-11-28,12
1100,429,2024-09-30,Wärmepumpe,Technisch,Wartung angefragt,Negativ,Email,Hoch,2024-10-03,58
1101,856,2024-01-02,Wärmepumpe,Technisch,Wartung angefragt,Positiv,Email,Mittel,2024-01-13,26
1102,207,2024-02-02,Wärmepumpe,Technisch,Wartung angefragt,Negativ,Email,Hoch,2024-02-13,14
1103,296,2024-02-27,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Positiv,Chat,Niedrig,2024-03-03,60
1104,366,2024-10-18,Wallbox,E-Mobility,Ladekarte Probleme,Negativ,Chat,Niedrig,2024-11-01,3
1105,622,2023-05-21,Allgemein,Service,Beschwerde,Negativ,Telefon,Hoch,2023-06-01,81
1106,864,2024-01-08,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Chat,Niedrig,2024-01-14,80
1107,192,2025-01-23,Allgemein,Service,Lob,Positiv,Telefon,Niedrig,2025-01-29,95
1108,52,2024-10-20,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,Email,Niedrig,2024-10-21,14
1109,381,2024-08-27,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Email,Mittel,2024-09-08,46
1110,617,2025-05-19,Solar,Technisch,Wechselrichter Fehler,Neutral,App,Mittel,2025-05-26,16
1111,84,2023-02-08,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,App,Mittel,2023-02-15,19
1112,32,2023-12-10,Wärmepumpe,Technisch,Effizienz zu niedrig,Positiv,App,Hoch,2023-12-14,33
1113,960,2023-11-02,Allgemein,Service,Allgemeine Anfrage,Neutral,App,Hoch,2023-11-02,83
1114,886,2023-08-25,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Mittel,2023-09-04,61
1115,889,2024-04-13,Solar,Technisch,Wechselrichter Fehler,Neutral,Email,Niedrig,2024-04-23,17
1116,421,2024-08-11,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Mittel,2024-08-19,58
1117,638,2024-05-17,Wallbox,E-Mobility,Wallbox Installation,Neutral,Email,Mittel,2024-05-20,39
1118,795,2023-03-30,Solar,Technisch,Wechselrichter Fehler,Neutral,Chat,Mittel,2023-04-12,10
1119,229,2023-07-06,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Email,Mittel,2023-07-08,90
1120,935,2023-04-08,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Mittel,2023-04-11,71
1121,995,2024-08-19,Wärmepumpe,Technisch,Wartung angefragt,Positiv,Telefon,Mittel,2024-08-24,62
1122,34,2024-11-23,Allgemein,Service,Beschwerde,Negativ,App,Kritisch,2024-12-03,2
1123,429,2023-02-06,Tarif,Vertrag,Kündigung,Positiv,Telefon,Mittel,2023-02-06,59
1124,209,2023-09-06,Allgemein,Service,Beschwerde,Negativ,Chat,Mittel,2023-09-10,4
1125,421,2024-05-01,Solar,Technisch,Monitoring nicht verfügbar,Neutral,App,Mittel,2024-05-05,75
1126,779,2025-02-14,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Chat,Mittel,2025-02-18,7
1127,455,2024-10-03,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Telefon,Niedrig,2024-10-15,62
1128,889,2023-05-24,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,App,Mittel,2023-05-26,98
1129,979,2025-01-16,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Negativ,App,Mittel,2025-01-28,39
1130,953,2023-03-18,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Mittel,2023-03-18,5
1131,911,2025-02-13,Tarif,Vertrag,Umzug melden,Neutral,App,Hoch,2025-02-20,7
1132,284,2023-03-27,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Niedrig,2023-03-28,19
1133,881,2025-01-25,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,App,Mittel,2025-01-26,16
1134,240,2024-12-13,Solar,Technisch,Wechselrichter Fehler,Positiv,Telefon,Niedrig,2024-12-13,16
1135,450,2023-12-05,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Hoch,2023-12-15,31
1136,816,2023-09-27,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Chat,Mittel,2023-10-03,20
1137,541,2024-08-26,Allgemein,Service,Allgemeine Anfrage,Positiv,Chat,Mittel,2024-08-30,75
1138,441,2025-03-15,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Mittel,2025-03-16,16
1139,395,2024-10-09,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Hoch,2024-10-20,62
1140,73,2024-05-05,Rechnung,Abrechnung,Rechnungsfrage,Positiv,App,Mittel,2024-05-11,100
1141,13,2025-03-03,Tarif,Vertrag,Kündigung,Neutral,Chat,Niedrig,2025-03-04,40
1142,518,2024-05-10,Allgemein,Service,Beschwerde,Negativ,Email,Hoch,2024-05-11,39
1143,372,2024-05-03,Wallbox,E-Mobility,Ladekarte Probleme,Negativ,Telefon,Mittel,2024-05-17,2
1144,874,2025-06-22,Solar,Technisch,Solaranlage Ertrag niedrig,Positiv,Chat,Mittel,2025-06-29,55
1145,736,2023-09-29,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Mittel,2023-09-29,76
1146,761,2023-01-08,Tarif,Vertrag,Umzug melden,Neutral,App,Niedrig,2023-01-14,21
1147,639,2024-11-26,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Telefon,Mittel,2024-12-04,32
1148,477,2023-04-10,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Telefon,Mittel,2023-04-12,77
1149,361,2023-10-25,Rechnung,Abrechnung,Rechnungsfrage,Negativ,App,Mittel,2023-11-04,23
1150,984,2024-05-21,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,App,Niedrig,2024-05-28,70
1151,198,2023-02-23,Wallbox,E-Mobility,Wallbox Installation,Neutral,App,Mittel,2023-02-26,18
1152,812,2023-10-09,Rechnung,Abrechnung,Rechnungsfrage,Neutral,App,Mittel,2023-10-19,54
1153,19,2023-10-06,Solar,Technisch,Monitoring nicht verfügbar,Neutral,Telefon,Niedrig,2023-10-13,81
1154,657,2023-05-02,Wallbox,E-Mobility,Wallbox Installation,Neutral,Email,Niedrig,2023-05-07,38
1155,322,2025-02-01,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,App,Mittel,2025-02-03,69
1156,481,2023-01-01,Allgemein,Service,Beschwerde,Negativ,Email,Mittel,2023-01-02,49
1157,663,2024-12-24,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Email,Mittel,2025-01-01,99
1158,497,2023-06-11,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Chat,Niedrig,2023-06-15,89
1159,897,2025-04-25,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Email,Mittel,2025-05-08,22
1160,84,2025-04-14,Tarif,Vertrag,Kündigung,Neutral,App,Kritisch,2025-04-23,77
1161,729,2024-03-29,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Telefon,Hoch,2024-03-30,12
1162,976,2024-08-04,Allgemein,Service,Beschwerde,Negativ,App,Kritisch,2024-08-04,27
1163,944,2024-03-13,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,App,Hoch,2024-03-15,52
1164,766,2025-01-27,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Chat,Mittel,2025-02-08,85
1165,529,2024-04-19,Wärmepumpe,Technisch,Wartung angefragt,Negativ,App,Mittel,2024-04-22,97
1166,664,2024-12-07,Wallbox,E-Mobility,Ladekarte Probleme,Negativ,Telefon,Mittel,2024-12-20,46
1167,220,2025-05-24,Smart Meter,Installation,Smart Meter Installation angefragt,Negativ,App,Mittel,2025-05-24,39
1168,402,2024-08-04,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,App,Hoch,2024-08-17,76
1169,775,2023-09-14,Wärmepumpe,Technisch,Effizienz zu niedrig,Positiv,Chat,Mittel,2023-09-27,20
1170,500,2025-03-03,Allgemein,Service,Lob,Positiv,Email,Niedrig,2025-03-08,36
1171,20,2024-11-13,Allgemein,Service,Lob,Positiv,Email,Niedrig,2024-11-25,39
1172,337,2024-12-07,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Chat,Mittel,2024-12-20,31
1173,954,2023-04-19,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Telefon,Mittel,2023-04-30,82
1174,74,2024-02-01,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,App,Niedrig,2024-02-13,84
1175,140,2023-04-28,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Niedrig,2023-05-12,93
1176,725,2023-09-27,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,App,Mittel,2023-09-30,17
1177,608,2023-06-14,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,App,Niedrig,2023-06-25,17
1178,374,2024-07-10,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Hoch,2024-07-17,57
1179,900,2024-10-13,Allgemein,Service,Beschwerde,Negativ,App,Mittel,2024-10-21,60
1180,729,2024-02-02,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Niedrig,2024-02-05,1
1181,539,2023-05-12,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,App,Niedrig,2023-05-25,1
1182,591,2023-03-10,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Hoch,2023-03-20,28
1183,293,2023-06-16,Tarif,Vertrag,Tarifwechsel angefragt,Positiv,Chat,Mittel,2023-06-19,79
1184,379,2023-10-06,Solar,Technisch,Wechselrichter Fehler,Positiv,Telefon,Mittel,2023-10-07,5
1185,672,2023-02-28,Allgemein,Service,Allgemeine Anfrage,Negativ,Telefon,Niedrig,2023-03-05,27
1186,498,2023-09-17,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Kritisch,2023-09-21,11
1187,153,2024-07-11,Wallbox,E-Mobility,Wallbox Installation,Neutral,Email,Mittel,2024-07-17,32
1188,251,2024-04-29,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Email,Niedrig,2024-05-12,77
1189,287,2024-12-26,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Email,Niedrig,2025-01-05,1
1190,345,2023-04-13,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Chat,Niedrig,2023-04-27,85
1191,808,2024-10-29,Tarif,Vertrag,Umzug melden,Neutral,App,Hoch,2024-11-07,63
1192,481,2025-05-04,Wallbox,E-Mobility,Wallbox Installation,Neutral,Telefon,Niedrig,2025-05-13,29
1193,423,2025-04-15,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,Chat,Hoch,2025-04-23,30
1194,877,2024-06-01,Smart Meter,Installation,Smart Meter Installation angefragt,Negativ,Chat,Niedrig,2024-06-11,22
1195,547,2025-02-24,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Chat,Hoch,2025-02-28,84
1196,591,2025-02-27,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Niedrig,2025-02-28,53
1197,1,2023-03-24,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Hoch,2023-04-06,78
1198,914,2025-02-24,Solar,Technisch,Monitoring nicht verfügbar,Neutral,Email,Mittel,2025-03-02,31
1199,74,2024-02-11,Smart Meter,Installation,Smart Meter Installation angefragt,Negativ,Email,Niedrig,2024-02-11,39
1200,461,2025-01-21,Tarif,Vertrag,Tarifwechsel angefragt,Positiv,Email,Mittel,2025-01-21,43
1201,589,2024-01-06,Wallbox,E-Mobility,Wallbox Installation,Neutral,App,Niedrig,2024-01-17,12
1202,681,2024-07-09,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Niedrig,2024-07-21,64
1203,514,2025-06-08,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Telefon,Hoch,2025-06-14,62
1204,983,2023-09-10,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Email,Mittel,2023-09-13,20
1205,729,2024-09-21,Allgemein,Service,Allgemeine Anfrage,Neutral,Telefon,Mittel,2024-09-28,30
1206,237,2023-03-29,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Telefon,Mittel,2023-04-09,63
1207,527,2023-05-27,Wallbox,E-Mobility,Wallbox Installation,Neutral,App,Mittel,2023-06-01,44
1208,47,2024-09-28,Allgemein,Service,Beschwerde,Negativ,Telefon,Mittel,2024-10-09,20
1209,580,2023-04-12,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Telefon,Mittel,2023-04-15,44
1210,973,2024-05-15,Wallbox,E-Mobility,Wallbox Installation,Positiv,Email,Mittel,2024-05-17,64
1211,198,2023-02-21,Tarif,Vertrag,Kündigung,Negativ,Telefon,Hoch,2023-02-21,94
1212,578,2025-03-08,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Negativ,Telefon,Mittel,2025-03-19,66
1213,187,2024-01-20,Tarif,Vertrag,Tarifwechsel angefragt,Negativ,Telefon,Mittel,2024-01-21,33
1214,137,2023-01-20,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Chat,Niedrig,2023-01-23,67
1215,782,2024-09-18,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Email,Mittel,2024-09-21,50
1216,621,2023-06-03,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Email,Niedrig,2023-06-13,89
1217,92,2023-01-02,Wallbox,E-Mobility,Ladekarte Probleme,Positiv,App,Niedrig,2023-01-04,18
1218,117,2023-01-05,Allgemein,Service,Allgemeine Anfrage,Neutral,Telefon,Mittel,2023-01-07,51
1219,641,2025-05-02,Allgemein,Service,Allgemeine Anfrage,Negativ,Email,Hoch,2025-05-13,71
1220,718,2024-11-12,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Email,Niedrig,2024-11-26,39
1221,990,2024-05-06,Rechnung,Abrechnung,Rechnungsfrage,Negativ,App,Mittel,2024-05-07,42
1222,765,2023-06-26,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Email,Niedrig,2023-07-08,55
1223,884,2023-12-27,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Hoch,2023-12-31,36
1224,481,2025-03-06,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Niedrig,2025-03-11,35
1225,142,2023-01-04,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Chat,Mittel,2023-01-05,28
1226,579,2024-07-29,Wärmepumpe,Technisch,Effizienz zu niedrig,Positiv,Email,Hoch,2024-08-05,4
1227,514,2023-10-25,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Mittel,2023-11-05,87
1228,87,2023-06-13,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,App,Niedrig,2023-06-22,17
